name,info
Transmutation Powerlifting Upper Day 1 Wk4,"[{'exercise': 'KB Upright Row', 'sets': 1, 'reps': [8]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 3, 'reps': [5, 5, 5]}, {'exercise': 'KB Upright Row', 'sets': 1, 'reps': [8]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 1, 'reps': [5]}, {'exercise': 'KB Upright Row', 'sets': 1, 'reps': [8]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 2, 'reps': [5, 5]}]"
Transmutation Powerlifting Lower Day 2 Wk2,"[{'exercise': 'Barbell Bulgarian Split Squat', 'sets': 5, 'reps': [6, 6, 6, 6, 6]}]"
Transmutation Powerlifting Lower Day 2 Wk4,"[{'exercise': 'Barbell Bulgarian Split Squat', 'sets': 5, 'reps': [6, 6, 6, 6, 6]}]"
Transmutation Powerlifting Lower Day 2 Wk3,"[{'exercise': 'Barbell Bulgarian Split Squat', 'sets': 3, 'reps': [6, 6, 6]}]"
Transmutation Powerlifting Upper Day 2 wk2,"[{'exercise': 'Barbell Bench Press', 'sets': 6, 'reps': [3, 3, 3, 3, 3, 0]}]"
Transmutation Powerlifting Upper Day 2 wk3,"[{'exercise': 'Barbell Bench Press', 'sets': 6, 'reps': [3, 3, 3, 3, 3, 5]}]"
Transmutation Powerlifting Upper Day 2 wk4,"[{'exercise': 'Barbell Bench Press', 'sets': 6, 'reps': [3, 3, 3, 3, 2, 0]}]"
Transmutation Powerlifting Upper Accessory Day1 Wk2,"[{'exercise': 'Pullup', 'sets': 5, 'reps': [5, 5, 5, 5, 5]}]"
Transmutation Powerlifting Upper Accessory Day1 Wk3,"[{'exercise': 'Pullup', 'sets': 3, 'reps': [5, 5, 5]}]"
Transmutation Powerlifting Upper Accessory Day1 Wk4,"[{'exercise': 'Pullup', 'sets': 5, 'reps': [5, 5, 5, 5, 5]}]"
Transmutation 2 Comp Lifts day 1 wk2,"[{'exercise': 'Snatch', 'sets': 7, 'reps': [2, 2, 2, 2, 2, 2, 1]}, {'exercise': 'Barbell Front Squat', 'sets': 10, 'reps': [5, 5, 1, 1, 1, 3, 1, 3, 1, 3]}]"
Transmutation 2 Comp Lifts day 1 wk3,"[{'exercise': 'Snatch', 'sets': 6, 'reps': [2, 2, 2, 1, 1, 1]}, {'exercise': 'Barbell Front Squat', 'sets': 9, 'reps': [5, 5, 1, 1, 3, 1, 3, 1, 3]}]"
Transmutation 2 Comp Lifts day 1 wk4,"[{'exercise': 'Snatch', 'sets': 7, 'reps': [2, 2, 2, 2, 1, 1, 1]}, {'exercise': 'Barbell Front Squat', 'sets': 10, 'reps': [5, 3, 1, 1, 1, 3, 1, 3, 1, 0]}]"
Transmutation 2 Lower Accessory 1 wk2,"[{'exercise': 'Partner Glute-Ham Raise', 'sets': 3, 'reps': [6, 6, 6]}]"
Transmutation 2 Lower Accessory 1 wk3,"[{'exercise': 'Partner Glute-Ham Raise', 'sets': 3, 'reps': [6, 6, 6]}]"
Transmutation 2 Lower Accessory 1 wk4,"[{'exercise': 'Partner Glute-Ham Raise', 'sets': 4, 'reps': [6, 6, 6, 6]}]"
Transmutation 2 Upper Accessory 1 wk 2,"[{'exercise': 'Barbell Push Press', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 5, 'reps': [5, 8, 5, 3, 5]}, {'exercise': 'Barbell Push Press', 'sets': 5, 'reps': [3, 5, 3, 1, 3]}]"
Transmutation 2 Upper Accessory 1 wk 3,"[{'exercise': 'Barbell Push Press', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 4, 'reps': [5, 8, 5, 3]}, {'exercise': 'Barbell Push Press', 'sets': 5, 'reps': [3, 5, 3, 1, 3]}]"
Transmutation 2 Upper Accessory 1 wk 4,"[{'exercise': 'Barbell Push Press', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 5, 'reps': [5, 8, 5, 3, 5]}, {'exercise': 'Barbell Push Press', 'sets': 5, 'reps': [3, 5, 3, 1, 3]}]"
Transmutation 2 Comp Lifts day 3 wk 2,"[{'exercise': 'Snatch', 'sets': 8, 'reps': [3, 3, 2, 2, 2, 2, 1, 1]}, {'exercise': 'Barbell Front Squat', 'sets': 10, 'reps': [5, 5, 1, 1, 1, 5, 5, 5, 4, 4]}]"
Transmutation 2 Comp Lifts day 3 wk 3,"[{'exercise': 'Snatch', 'sets': 6, 'reps': [3, 2, 2, 2, 2, 1]}, {'exercise': 'Barbell Front Squat', 'sets': 7, 'reps': [5, 5, 1, 1, 5, 5, 5]}]"
Transmutation 2 Comp Lifts day 3 wk 4,"[{'exercise': 'Snatch', 'sets': 8, 'reps': [3, 2, 2, 2, 2, 1, 1, 1]}, {'exercise': 'Barbell Front Squat', 'sets': 10, 'reps': [5, 5, 1, 1, 1, 4, 4, 4, 4, 4]}]"
Transmutation 2 Comp Lifts day 4 wk2,"[{'exercise': 'Snatch', 'sets': 7, 'reps': [2, 2, 3, 3, 3, 3, 3]}]"
Transmutation 2 Comp Lifts day 4 wk3,"[{'exercise': 'Snatch', 'sets': 7, 'reps': [2, 3, 2, 2, 2, 2, 2]}]"
Transmutation 2 Comp Lifts day 4 wk4,"[{'exercise': 'Snatch', 'sets': 7, 'reps': [2, 2, 2, 2, 2, 2, 2]}]"
Transmutation 2 Upper Accessory 2 wk2,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [3]}, {'exercise': 'DB Skullcrusher', 'sets': 5, 'reps': [8, 8, 8, 8, 8]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 5, 'reps': [3, 3, 3, 3, 3]}]"
Transmutation 2 Upper Accessory 2 wk3,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [3]}, {'exercise': 'DB Skullcrusher', 'sets': 3, 'reps': [8, 8, 8]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 5, 'reps': [3, 3, 3, 3, 3]}]"
Transmutation 2 Upper Accessory 2 wk4,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [3]}, {'exercise': 'DB Skullcrusher', 'sets': 6, 'reps': [8, 8, 8, 8, 8, 8]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 5, 'reps': [3, 3, 3, 3, 3]}]"
Accumulation Specific Powerlifting Volume wk1,"[{'exercise': 'Barbell Bench Press', 'sets': 8, 'reps': [5, 3, 3, 10, 3, 10, 3, 10]}, {'exercise': 'Barbell 1-Leg SLDL', 'sets': 4, 'reps': [8, 8, 8, 8]}]"
Accumulation Specific Powerlifting Volume wk2,"[{'exercise': 'Barbell Bench Press', 'sets': 8, 'reps': [5, 3, 3, 10, 3, 10, 3, 10]}, {'exercise': 'Barbell 1-Leg SLDL', 'sets': 4, 'reps': [8, 8, 8, 8]}]"
Accumulation Specific Powerlifting Volume wk3,"[{'exercise': 'Barbell Bench Press', 'sets': 7, 'reps': [3, 3, 10, 3, 10, 3, 10]}, {'exercise': 'Barbell 1-Leg SLDL', 'sets': 3, 'reps': [8, 8, 8]}]"
Accumulation Specific Powerlifting Volume wk4,"[{'exercise': 'Barbell Bench Press', 'sets': 8, 'reps': [5, 3, 3, 8, 3, 8, 3, 8]}, {'exercise': 'Barbell 1-Leg SLDL', 'sets': 4, 'reps': [8, 8, 8, 8]}]"
Accumulation Specific Powerlifting Dynamic wk2,"[{'exercise': 'Barbell Front Squat', 'sets': 10, 'reps': [3, 3, 1, 1, 1, 5, 5, 5, 5, 5]}]"
Accumulation Specific Powerlifting Dynamic wk3,"[{'exercise': 'Barbell Front Squat', 'sets': 9, 'reps': [3, 3, 1, 1, 1, 5, 5, 5, 5]}]"
Accumulation Specific Powerlifting Dynamic wk4,"[{'exercise': 'Barbell Front Squat', 'sets': 10, 'reps': [3, 3, 1, 1, 1, 5, 5, 5, 5, 5]}]"
Accumulation Powerlifting Specific Upper Accessory Dynamic wk1,"[{'exercise': 'Barbell Bent-Over Row', 'sets': 3, 'reps': [8, 8, 8]}]"
Accumulation Powerlifting Specific Upper Accessory Dynamic wk2,"[{'exercise': 'Barbell Bent-Over Row', 'sets': 3, 'reps': [8, 8, 8]}]"
Accumulation Powerlifting Specific Upper Accessory Dynamic wk3,"[{'exercise': 'Barbell Bent-Over Row', 'sets': 3, 'reps': [5, 5, 5]}]"
Accumulation Powerlifting Specific Upper Accessory Dynamic wk4,"[{'exercise': 'Barbell Bent-Over Row', 'sets': 3, 'reps': [8, 8, 8]}]"
Accumulation Powerlifting Specific Upper Accessory Dynamic wk5,"[{'exercise': 'Barbell Bent-Over Row', 'sets': 3, 'reps': [8, 8, 8]}]"
Accumulation Specific Max Effort Wk2,"[{'exercise': 'Barbell Bench Press', 'sets': 5, 'reps': [5, 5, 7, 7, 7]}]"
Accumulation Specific Max Effort Wk3,"[{'exercise': 'Barbell Bench Press', 'sets': 5, 'reps': [5, 5, 5, 5, 5]}]"
Accumulation Specific Max Effort Wk4,"[{'exercise': 'Barbell Bench Press', 'sets': 4, 'reps': [5, 5, 5, 7]}]"
Max Effort Strength Waves 1-5 Wk1,"[{'exercise': 'Barbell Bench Press', 'sets': 8, 'reps': [5, 3, 2, 5, 2, 5, 1, 5]}]"
Max Effort Strength Waves 1-5 Wk2,"[{'exercise': 'Barbell Bench Press', 'sets': 8, 'reps': [2, 2, 2, 5, 2, 5, 1, 5]}]"
Max Effort Strength Waves 1-5 Wk3,"[{'exercise': 'Barbell Bench Press', 'sets': 8, 'reps': [3, 2, 1, 5, 1, 5, 1, 5]}]"
Max Effort Strength Waves 1-5 Wk4 5RM,"[{'exercise': 'Barbell Bench Press', 'sets': 7, 'reps': [3, 2, 1, 5, 5, 5, 0]}]"
Big 4 Transmutation Bench and Explosive Pushups Wk1,"[{'exercise': 'Barbell Bench Press', 'sets': 8, 'reps': [3, 1, 1, 5, 1, 5, 1, 5]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 5, 'reps': [3, 3, 3, 3, 3]}]"
Big 4 Transmutation Bench and Explosive Pushups Wk2,"[{'exercise': 'Barbell Bench Press', 'sets': 1, 'reps': [3]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 6, 'reps': [3, 3, 3, 3, 3, 3]}, {'exercise': 'Barbell Bench Press', 'sets': 7, 'reps': [2, 2, 6, 2, 6, 2, 6]}]"
Realization Comp Lifts day 1 wk2,"[{'exercise': 'Snatch', 'sets': 8, 'reps': [3, 3, 2, 2, 2, 2, 1, 1]}, {'exercise': 'Barbell Front Squat', 'sets': 10, 'reps': [5, 5, 1, 1, 1, 3, 1, 3, 1, 3]}]"
Youth Athletic Performance Upper Strength Day 2 wk1,"[{'exercise': 'Barbell Bench Press', 'sets': 6, 'reps': [5, 5, 5, 5, 5, 5]}]"
Accumulation Youth Athletic Performance Day 1 Wk3,"[{'exercise': 'Barbell 1-Leg SLDL', 'sets': 3, 'reps': [8, 8, 8]}]"
Accumulation Youth Athletic Performance Overhead Squat Day 1 Wk3,"[{'exercise': 'Barbell Overhead Squat', 'sets': 4, 'reps': [3, 3, 3, 3]}]"
Youth Athletic Performance Upper Strength wk3,"[{'exercise': 'Barbell Bench Press', 'sets': 1, 'reps': [5]}, {'exercise': 'Plyo Pushup', 'sets': 3, 'reps': [5, 5, 5]}, {'exercise': 'Barbell Bench Press', 'sets': 3, 'reps': [5, 5, 5]}]"
Youth Athletic Performance Upper GPP Circuit wk3,"[{'exercise': 'Pullup', 'sets': 1, 'reps': [5]}, {'exercise': 'DB Push Press', 'sets': 3, 'reps': [8, 8, 8]}, {'exercise': 'Pullup', 'sets': 2, 'reps': [5, 5]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 3, 'reps': [8, 8, 8]}]"
Mash Contrast Upper Youth Athletic Wk3,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [5]}, {'exercise': 'Ballistic MB Pushup', 'sets': 3, 'reps': [6, 6, 6]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 3, 'reps': [3, 3, 3]}]"
Mash Contrast Upper Youth Athletic Wk4,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [5]}, {'exercise': 'Ballistic MB Pushup', 'sets': 4, 'reps': [6, 6, 6, 6]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
Accumulation Youth Athletic Performance Overhead Squat Day 1 Wk4,"[{'exercise': 'Barbell Overhead Squat', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
Youth Athletic Performance Upper Strength wk4,"[{'exercise': 'Barbell Bench Press', 'sets': 1, 'reps': [5]}, {'exercise': 'Plyo Pushup', 'sets': 5, 'reps': [5, 5, 5, 5, 5]}, {'exercise': 'Barbell Bench Press', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
Youth Athletic Performance Upper GPP Circuit wk4,"[{'exercise': 'Pullup', 'sets': 4, 'reps': [5, 5, 5, 0]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 4, 'reps': [8, 8, 8, 8]}, {'exercise': 'DB Push Press', 'sets': 4, 'reps': [8, 8, 8, 8]}]"
Transmutation Lower Wk1 Day 1 Moderate,"[{'exercise': 'Split Squat', 'sets': 1, 'reps': [8]}, {'exercise': 'TRX Hamstring Curl', 'sets': 3, 'reps': [10, 10, 10]}, {'exercise': 'Split Squat', 'sets': 2, 'reps': [8, 8]}]"
Transmutation Weightlifting Moderate 4 Day wk1 Day 1,"[{'exercise': 'Barbell RDL', 'sets': 5, 'reps': [6, 6, 6, 6, 6]}, {'exercise': 'Barbell Back Squat', 'sets': 6, 'reps': [5, 5, 5, 5, 5, 5]}]"
Transmutation Weightlifting Moderate 4 Day wk1 Day 2,"[{'exercise': 'Barbell RDL', 'sets': 5, 'reps': [6, 6, 6, 6, 6]}, {'exercise': 'Barbell Back Squat', 'sets': 6, 'reps': [4, 4, 4, 4, 4, 4]}]"
Transmutation Weightlifting Moderate 4 Day wk3 Day 1,"[{'exercise': 'Barbell RDL', 'sets': 4, 'reps': [6, 6, 6, 6]}, {'exercise': 'Barbell Back Squat', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
Transmutation Weightlifting Moderate 4 Day wk2 Day 1,"[{'exercise': 'Barbell RDL', 'sets': 5, 'reps': [6, 6, 6, 6, 6]}, {'exercise': 'Barbell Back Squat', 'sets': 6, 'reps': [4, 4, 4, 4, 4, 4]}]"
Transmutation Weightlifting Moderate 4 Day wk4 Day 1,"[{'exercise': 'Barbell RDL', 'sets': 4, 'reps': [6, 6, 6, 6]}, {'exercise': 'Barbell Back Squat', 'sets': 5, 'reps': [5, 5, 5, 5, 5]}]"
Lateral Speed Warm Up Wk 1 Day 2,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Lateral Speed Development & Warm Up wk2 day2,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Lateral Speed Development & Warm Up wk3 day2,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Lateral Speed Development & Warm Up wk4,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Speed Warm Up Bounding and COD wk4,"[{'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Hip Warm Up Accumulation Day 2,"[{'exercise': 'Foam Roll - Quads', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - IT Band', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - Hamstring', 'sets': 1, 'reps': [0]}]"
Hip Warm Up Accumulation Day 3,"[{'exercise': 'Foam Roll - Quads', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - IT Band', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - Hamstring', 'sets': 1, 'reps': [0]}]"
Hip Warm Up Accumulation Day 4,"[{'exercise': 'Foam Roll - Quads', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - IT Band', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - Hamstring', 'sets': 1, 'reps': [0]}]"
Hip Warm Up Accumulation Day 5,"[{'exercise': 'Foam Roll - Quads', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - IT Band', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - Hamstring', 'sets': 1, 'reps': [0]}]"
Arm Pump week 3,"[{'exercise': 'Tricep Rope Extension', 'sets': 4, 'reps': [10, 10, 10, 10]}, {'exercise': 'Barbell Bicep Curl', 'sets': 4, 'reps': [8, 8, 8, 8]}]"
Arm Day Rise Fit Transmutation wk1,"[{'exercise': 'Tricep Rope Extension', 'sets': 1, 'reps': [8]}, {'exercise': 'DB Bicep Curl', 'sets': 1, 'reps': [10]}, {'exercise': 'Tricep Rope Extension', 'sets': 4, 'reps': [8, 8, 8, 8]}, {'exercise': 'DB Bicep Curl', 'sets': 4, 'reps': [10, 10, 10, 10]}]"
Arm Day Rise Fit Transmutation wk2,"[{'exercise': 'Tricep Rope Extension', 'sets': 6, 'reps': [8, 8, 8, 8, 8, 8]}, {'exercise': 'DB Bicep Curl', 'sets': 6, 'reps': [10, 10, 10, 10, 10, 10]}]"
Arm Day Rise Fit Transmutation wk3,"[{'exercise': 'Tricep Rope Extension', 'sets': 1, 'reps': [8]}, {'exercise': 'DB Bicep Curl', 'sets': 1, 'reps': [10]}, {'exercise': 'Tricep Rope Extension', 'sets': 3, 'reps': [8, 8, 8]}, {'exercise': 'DB Bicep Curl', 'sets': 3, 'reps': [10, 10, 10]}]"
Arm Day Rise Fit Transmutation wk4,"[{'exercise': 'Tricep Rope Extension', 'sets': 5, 'reps': [8, 8, 8, 8, 8]}, {'exercise': 'DB Bicep Curl', 'sets': 1, 'reps': [10]}, {'exercise': 'Tricep Rope Extension', 'sets': 1, 'reps': [8]}, {'exercise': 'DB Bicep Curl', 'sets': 5, 'reps': [10, 10, 10, 10, 10]}]"
Advanced Warm Up Transmutation Day 1,"[{'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Advanced Squats,"[{'exercise': 'Squat', 'sets': 3, 'reps': [10, 10, 10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
General Warm Up  Powerlifting Transmutation wk1 Day 1,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
General Warm Up  Powerlifting Transmutation wk2 Day 1,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
General Warm Up  Powerlifting Transmutation wk3 Day 1,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
General Warm Up  Powerlifting Transmutation wk4 Day 1,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
General Warm Up  Powerlifting Upper Transmutation wk1 Day 2,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
General Warm Up  Powerlifting Upper Transmutation wk2 Day 2,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
General Warm Up  Powerlifting Upper Transmutation wk3 Day 2,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
General Warm Up  Powerlifting Upper Transmutation wk4 Day 2,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
General Warm Up  Powerlifting Lower Transmutation wk1 Day 3,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
General Warm Up  Powerlifting Lower Transmutation wk2 Day 3,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
General Warm Up  Powerlifting Lower Transmutation wk3 Day 3,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
General Warm Up  Powerlifting Lower Transmutation wk4 Day 3,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
General Warm Up  Powerlifting Upper Transmutation wk1 Day 4,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
General Warm Up  Powerlifting Upper Transmutation wk2 Day 4,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
General Warm Up  Powerlifting Upper Transmutation wk3 Day 4,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
General Warm Up  Powerlifting Upper Transmutation wk4 Day 4,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Hypertrophy Explosive phase ,"[{'exercise': 'Barbell Back Squat', 'sets': 8, 'reps': [5, 3, 3, 3, 3, 3, 10, 10]}]"
Stretch phase ,"[{'exercise': 'DB RDL', 'sets': 3, 'reps': [6, 6, 6]}]"
Off Season Lower ,"[{'exercise': 'TRX Hamstring Curl', 'sets': 4, 'reps': [10, 10, 10, 10]}]"
Off Season Upper,"[{'exercise': 'Seated Barbell Military Press (Front)', 'sets': 5, 'reps': [5, 5, 10, 10, 0]}]"
Upper Accessories - ,"[{'exercise': 'Pullup', 'sets': 4, 'reps': [10, 10, 10, 10]}, {'exercise': 'DB Chest Flye', 'sets': 4, 'reps': [10, 10, 10, 10]}]"
Main Exercises - ,"[{'exercise': 'Barbell Front Squat', 'sets': 10, 'reps': [3, 3, 3, 3, 3, 1, 1, 1, 1, 1]}, {'exercise': 'Snatch', 'sets': 5, 'reps': [1, 1, 1, 1, 1]}]"
Lower Accessories - ,"[{'exercise': 'TRX Hamstring Curl', 'sets': 4, 'reps': [10, 10, 10, 10]}]"
Accumulation Lower ,"[{'exercise': 'Barbell Back Squat', 'sets': 6, 'reps': [10, 10, 10, 10, 10, 10]}, {'exercise': 'Barbell RDL', 'sets': 4, 'reps': [8, 8, 8, 8]}, {'exercise': 'TRX Hamstring Curl', 'sets': 4, 'reps': [10, 10, 10, 10]}]"
Strength - Auxiliary,"[{'exercise': 'Front Bridge', 'sets': 2, 'reps': [5, 5]}]"
Warmup,"[{'exercise': 'Foam Roll - Glutes', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - Lats', 'sets': 1, 'reps': [0]}, {'exercise': 'Back Bridge - March', 'sets': 1, 'reps': [5]}, {'exercise': 'Cat / Dog', 'sets': 1, 'reps': [5]}]"
Recovery,"[{'exercise': 'Foam Roll - Hamstring', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - Glutes', 'sets': 1, 'reps': [0]}]"
Primary - Strength,"[{'exercise': 'Forward - Reverse Lunge', 'sets': 3, 'reps': [15, 15, 15]}]"
Plyometric,"[{'exercise': '1-Leg Hurdle Hops - Stability', 'sets': 3, 'reps': [5, 5, 5]}]"
Full Body,"[{'exercise': 'Pushup with Side Rotation', 'sets': 2, 'reps': [5, 5]}, {'exercise': 'TRX 3-Way Row', 'sets': 2, 'reps': [5, 5]}, {'exercise': 'Split / Split / Squat', 'sets': 2, 'reps': [0, 0]}, {'exercise': '1-Leg SLDL', 'sets': 2, 'reps': [5, 5]}]"
Lower Push,"[{'exercise': 'Arm Swing Lunge Series', 'sets': 2, 'reps': [3, 3]}]"
Core,"[{'exercise': 'Isometric Situp', 'sets': 2, 'reps': [0, 0]}, {'exercise': 'Long-Lever Crunches - Level 3', 'sets': 2, 'reps': [7, 7]}, {'exercise': 'Bicycles - continuous', 'sets': 2, 'reps': [7, 7]}]"
Regenerationc,"[{'exercise': 'Foam Roll - Hamstring', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - Glutes', 'sets': 1, 'reps': [0]}]"
Shoulder Health,"[{'exercise': 'Barbell Overhead Squat', 'sets': 3, 'reps': [5, 5, 5]}]"
Plyo Circuit,"[{'exercise': 'Tuck Jump', 'sets': 2, 'reps': [0, 0]}]"
Movement Skills,"[{'exercise': 'Running Drill - Single', 'sets': 1, 'reps': [2]}, {'exercise': 'Running Drill - Triple', 'sets': 1, 'reps': [2]}]"
Strength - Secondary,"[{'exercise': 'KB Swing', 'sets': 3, 'reps': [10, 10, 10]}, {'exercise': 'Hipflexors', 'sets': 3, 'reps': [5, 5, 5]}]"
Regeneration,"[{'exercise': 'Foam Roll - Glutes', 'sets': 1, 'reps': [0]}]"
Strength Primary,"[{'exercise': 'KB Front Squat', 'sets': 3, 'reps': [10, 10, 10]}]"
Strength Secondary,"[{'exercise': '1-Leg DB SLDL', 'sets': 3, 'reps': [8, 8, 8]}]"
Strength Auxiliary,"[{'exercise': 'KB Swing', 'sets': 2, 'reps': [10, 10]}]"
Regeneration - 5min,"[{'exercise': 'Foam Roll - Hamstring', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - Glutes', 'sets': 1, 'reps': [0]}]"
Superset C,"[{'exercise': 'SB Hamstring Curl', 'sets': 3, 'reps': [6, 6, 6]}]"
Cool Down - Foam Roll,"[{'exercise': 'Foam Roll - Quads', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - Hamstring', 'sets': 1, 'reps': [0]}]"
Circuit A,"[{'exercise': 'Hex Bar Deadlift', 'sets': 3, 'reps': [5, 5, 5]}]"
Circuit C,"[{'exercise': 'SB Hamstring Curl', 'sets': 2, 'reps': [8, 8]}]"
Strength - Rotational,"[{'exercise': 'Half-Kneeling Chop', 'sets': 2, 'reps': [8, 8]}]"
Plyo,"[{'exercise': 'Box Jump', 'sets': 2, 'reps': [4, 4]}]"
C Block,"[{'exercise': 'DB Split Squat', 'sets': 3, 'reps': [6, 6, 6]}]"
Plyometrics,"[{'exercise': 'Broad Jump', 'sets': 1, 'reps': [5]}]"
Medicine Ball,"[{'exercise': 'MB Throwdown', 'sets': 1, 'reps': [10]}]"
Strength - Primary (15 min),"[{'exercise': 'Barbell Front Lunge', 'sets': 3, 'reps': [12, 12, 12]}, {'exercise': 'Tempo Pushup (3/0/1)', 'sets': 3, 'reps': [12, 12, 12]}, {'exercise': 'Split Squat', 'sets': 3, 'reps': [10, 10, 10]}]"
Strength - Secondary (15 min),"[{'exercise': 'KB Swing', 'sets': 3, 'reps': [12, 12, 12]}, {'exercise': 'Front Bridge Pike Up', 'sets': 3, 'reps': [12, 12, 12]}, {'exercise': '1-Leg SLDL', 'sets': 3, 'reps': [8, 8, 8]}]"
Strength - Auxiliary/Core (10 min),"[{'exercise': 'Front Bridge', 'sets': 3, 'reps': [0, 0, 0]}, {'exercise': 'V-Up', 'sets': 3, 'reps': [12, 12, 12]}]"
